"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Pasadena","Pasadena","29.6584","-95.1499","United States","US","USA","Texas","","153520","1840020930"
"Pomona","Pomona","34.0585","-117.7626","United States","US","USA","California","","152939","1840020507"
"Kansas City","Kansas City","39.1234","-94.7443","United States","US","USA","Kansas","","152938","1840001626"
"Macon","Macon","32.8065","-83.6974","United States","US","USA","Georgia","","152663","1840043455"
"Escondido","Escondido","33.1347","-117.0723","United States","US","USA","California","","151969","1840020620"
"Binghamton","Binghamton","42.1014","-75.9093","United States","US","USA","New York","","150747.0","1840000460"
"Warner Robins","Warner Robins","32.5975","-83.6526","United States","US","USA","Georgia","","149617.0","1840015800"
"New Bedford","New Bedford","41.6697","-70.9428","United States","US","USA","Massachusetts","","149528.0","1840003219"
"Topeka","Topeka","39.0346","-95.6955","United States","US","USA","Kansas","admin","148960.0","1840001621"
"Beaumont","Beaumont","30.0850","-94.1451","United States","US","USA","Texas","","148954.0","1840019612"
"Paterson","Paterson","40.9147","-74.1624","United States","US","USA","New Jersey","","148678","1840000838"
"Joliet","Joliet","41.5189","-88.1499","United States","US","USA","Illinois","","148462","1840008192"
"Leesburg","Leesburg","28.7658","-81.8995","United States","US","USA","Florida","","148161.0","1840015083"
"Elkhart","Elkhart","41.6912","-85.9620","United States","US","USA","Indiana","","148131.0","1840008187"
"Odessa","Odessa","31.8831","-102.3406","United States","US","USA","Texas","","147810.0","1840020794"
"Naperville","Naperville","41.7483","-88.1657","United States","US","USA","Illinois","","147682","1840008143"
"Fairfield","Fairfield","38.2594","-122.0319","United States","US","USA","California","","147582.0","1840020253"
"Torrance","Torrance","33.8346","-118.3417","United States","US","USA","California","","146758","1840021873"
"Panama City","Panama City","30.1995","-85.6003","United States","US","USA","Florida","","145239.0","1840015034"
"Metairie","Metairie","29.9976","-90.1781","United States","US","USA","Louisiana","","144822","1840013994"
"Bellevue","Bellevue","47.5953","-122.1550","United States","US","USA","Washington","","144444","1840018417"
"Midland","Midland","32.0249","-102.1137","United States","US","USA","Texas","","144247.0","1840020792"
"Merced","Merced","37.3057","-120.4779","United States","US","USA","California","","144117.0","1840020313"
"Mesquite","Mesquite","32.7623","-96.5889","United States","US","USA","Texas","","143949","1840020713"
"Houma","Houma","29.5799","-90.7058","United States","US","USA","Louisiana","","142969.0","1840015063"
"Charleston","Charleston","38.3484","-81.6323","United States","US","USA","West Virginia","admin","142858.0","1840006196"
"Pasadena","Pasadena","34.1597","-118.1390","United States","US","USA","California","","142647","1840020505"
"Pueblo","Pueblo","38.2713","-104.6105","United States","US","USA","Colorado","","142351.0","1840020255"
"Tyler","Tyler","32.3184","-95.3065","United States","US","USA","Texas","","141116.0","1840022076"
"Orange","Orange","33.8038","-117.8218","United States","US","USA","California","","140560","1840020582"
"Fullerton","Fullerton","33.8841","-117.9279","United States","US","USA","California","","140392","1840020576"
"Miramar","Miramar","25.9773","-80.3351","United States","US","USA","Florida","","140328","1840015137"
"Santa Maria","Santa Maria","34.9333","-120.4432","United States","US","USA","California","","140219.0","1840021830"
"Athens","Athens","33.9508","-83.3689","United States","US","USA","Georgia","","140169.0","1840029463"
"Columbia","Columbia","38.9477","-92.3255","United States","US","USA","Missouri","","139945.0","1840007391"
"Yuma","Yuma","32.5991","-114.5488","United States","US","USA","Arizona","","138802.0","1840021998"
"Olathe","Olathe","38.8832","-94.8198","United States","US","USA","Kansas","","137472","1840003833"
"Thornton","Thornton","39.9205","-104.9443","United States","US","USA","Colorado","","136978","1840021422"
"Harlingen","Harlingen","26.1916","-97.6976","United States","US","USA","Texas","","136968.0","1840021036"
"Grand Junction","Grand Junction","39.0877","-108.5673","United States","US","USA","Colorado","","136688.0","1840020230"
"West Valley City","West Valley City","40.6889","-112.0115","United States","US","USA","Utah","","136170","1840021389"
"Carrollton","Carrollton","32.9890","-96.8999","United States","US","USA","Texas","","135710","1840019436"
"Roseville","Roseville","38.7691","-121.3178","United States","US","USA","California","","135329","1840020233"
"Warren","Warren","42.4934","-83.0270","United States","US","USA","Michigan","","135022","1840002418"
"Bloomington","Bloomington","40.4757","-88.9703","United States","US","USA","Illinois","","134892.0","1840007207"
"Hampton","Hampton","37.0551","-76.3629","United States","US","USA","Virginia","","134669","1840003866"
"Ramapo","Ramapo","41.1404","-74.1072","United States","US","USA","New York","","134440","1840058431"
"Surprise","Surprise","33.6800","-112.4524","United States","US","USA","Arizona","","134085","1840021941"
"Las Cruces","Las Cruces","32.3265","-106.7893","United States","US","USA","New Mexico","","133988.0","1840020683"
"Greeley","Greeley","40.4151","-104.7705","United States","US","USA","Colorado","","133750.0","1840020149"
"Yakima","Yakima","46.5923","-120.5496","United States","US","USA","Washington","","133233.0","1840021154"
"Coral Springs","Coral Springs","26.2702","-80.2591","United States","US","USA","Florida","","133037","1840015134"
"Sterling Heights","Sterling Heights","42.5809","-83.0305","United States","US","USA","Michigan","","132631","1840003094"
"Mauldin","Mauldin","34.7866","-82.2997","United States","US","USA","South Carolina","","132402.0","1840015476"
"Racine","Racine","42.7274","-87.8135","United States","US","USA","Wisconsin","","131467.0","1840002493"
"Stamford","Stamford","41.1035","-73.5583","United States","US","USA","Connecticut","","130824","1840004841"
"Elizabeth","Elizabeth","40.6657","-74.1912","United States","US","USA","New Jersey","","130215","1840003613"
"Kent","Kent","47.3887","-122.2128","United States","US","USA","Washington","","128458","1840018424"
"Greenville","Greenville","35.5956","-77.3768","United States","US","USA","North Carolina","","128385.0","1840013407"
"Simi Valley","Simi Valley","34.2663","-118.7490","United States","US","USA","California","","127864.0","1840021843"
"Burlington","Burlington","36.0762","-79.4687","United States","US","USA","North Carolina","","127374.0","1840013362"
"Santa Clara","Santa Clara","37.3646","-121.9680","United States","US","USA","California","","127134","1840021571"
"Johnson City","Johnson City","36.3406","-82.3803","United States","US","USA","Tennessee","","126589.0","1840014462"
"Boulder","Boulder","40.0249","-105.2523","United States","US","USA","Colorado","","126054.0","1840018774"
"Bellingham","Bellingham","48.7543","-122.4687","United States","US","USA","Washington","","126015.0","1840018346"
"Fort Smith","Fort Smith","35.3493","-94.3695","United States","US","USA","Arkansas","","125562.0","1840013456"
"Amherst","Amherst","43.0117","-78.7569","United States","US","USA","New York","","125024","1840057194"
"Lynchburg","Lynchburg","37.4003","-79.1909","United States","US","USA","Virginia","","125004.0","1840003855"
"Kenosha","Kenosha","42.5864","-87.8762","United States","US","USA","Wisconsin","","124888.0","1840003160"
"East Los Angeles","East Los Angeles","34.0326","-118.1691","United States","US","USA","California","","123905","1840019206"
"South Lyon","South Lyon","42.4614","-83.6526","United States","US","USA","Michigan","","123850.0","1840002432"
"Round Rock","Round Rock","30.5254","-97.6659","United States","US","USA","Texas","","123678","1840020879"
"Berkeley","Berkeley","37.8723","-122.2760","United States","US","USA","California","","122324","1840018914"
"Billings","Billings","45.7889","-108.5509","United States","US","USA","Montana","","120800.0","1840018496"
"Redding","Redding","40.5698","-122.3650","United States","US","USA","California","","120270.0","1840020141"
"Yuba City","Yuba City","39.1357","-121.6381","United States","US","USA","California","","120186.0","1840021463"
"Duluth","Duluth","46.7757","-92.1392","United States","US","USA","Minnesota","","120101.0","1840007685"
"Pearland","Pearland","29.5585","-95.3215","United States","US","USA","Texas","","119940","1840020979"
"Leominster","Leominster","42.5209","-71.7717","United States","US","USA","Massachusetts","","119400.0","1840000437"
"Saginaw","Saginaw","43.4199","-83.9501","United States","US","USA","Michigan","","119336.0","1840002813"
"Iowa City","Iowa City","41.6559","-91.5304","United States","US","USA","Iowa","","119091.0","1840000532"
"Arvada","Arvada","39.8321","-105.1511","United States","US","USA","Colorado","","118807","1840018788"
"Seaside","Seaside","36.6224","-121.8191","United States","US","USA","California","","118110.0","1840021634"
"Kingsport","Kingsport","36.5224","-82.5452","United States","US","USA","Tennessee","","118001.0","1840014425"
"Smithtown","Smithtown","40.8662","-73.2164","United States","US","USA","New York","","117863","1840058498"
"Independence","Independence","39.0871","-94.3503","United States","US","USA","Missouri","","117306","1840008534"
"Lehigh Acres","Lehigh Acres","26.6120","-81.6388","United States","US","USA","Florida","","116849","1840014220"
"Richardson","Richardson","32.9717","-96.7092","United States","US","USA","Texas","","116783","1840020710"
"Rochester","Rochester","44.0151","-92.4778","United States","US","USA","Minnesota","","116713.0","1840008987"
"Gilroy","Gilroy","37.0047","-121.5856","United States","US","USA","California","","116235.0","1840020327"
"El Monte","El Monte","34.0739","-118.0291","United States","US","USA","California","","116109","1840020480"
"Rock Hill","Rock Hill","34.9413","-81.0250","United States","US","USA","South Carolina","","115963.0","1840014618"
"Clearwater","Clearwater","27.9788","-82.7624","United States","US","USA","Florida","","115513","1840015110"
"Monroe","Monroe","32.5183","-92.0775","United States","US","USA","Louisiana","","115462.0","1840014881"
"Dover","Dover","39.1610","-75.5203","United States","US","USA","Delaware","","115352.0","1840005810"
"Carlsbad","Carlsbad","33.1247","-117.2837","United States","US","USA","California","","115330","1840019352"
"Norman","Norman","35.2335","-97.3471","United States","US","USA","Oklahoma","","115065.0","1840020451"
"Abilene","Abilene","32.4543","-99.7384","United States","US","USA","Texas","","114964.0","1840019476"
"Bloomington","Bloomington","39.1637","-86.5257","United States","US","USA","Indiana","","114959.0","1840007376"
"Texas City","Texas City","29.4128","-94.9658","United States","US","USA","Texas","","114546.0","1840022234"
"Temecula","Temecula","33.4928","-117.1315","United States","US","USA","California","","114327","1840021937"
"Utica","Utica","43.0961","-75.2260","United States","US","USA","New York","","114318.0","1840002746"
"St. Cloud","St. Cloud","45.5339","-94.1718","United States","US","USA","Minnesota","","114225.0","1840008881"
"St. George","St. George","37.0770","-113.5770","United States","US","USA","Utah","","113906.0","1840021559"
"West Jordan","West Jordan","40.6024","-112.0008","United States","US","USA","Utah","","113905","1840021388"
"Costa Mesa","Costa Mesa","33.6667","-117.9135","United States","US","USA","California","","113825","1840019326"
"Miami Gardens","Miami Gardens","25.9433","-80.2426","United States","US","USA","Florida","","113750","1840015151"
"Cambridge","Cambridge","42.3759","-71.1185","United States","US","USA","Massachusetts","","113630","1840000429"
"Brandon","Brandon","27.9367","-82.3000","United States","US","USA","Florida","","113124","1840014151"
"Downey","Downey","33.9379","-118.1312","United States","US","USA","California","","113092","1840019245"
"Coeur d'Alene","Coeur d'Alene","47.7040","-116.7933","United States","US","USA","Idaho","","112935.0","1840018402"
"Westminster","Westminster","39.8837","-105.0624","United States","US","USA","Colorado","","112812","1840021423"
"Elgin","Elgin","42.0385","-88.3229","United States","US","USA","Illinois","","112456","1840008134"
"El Centro","El Centro","32.7867","-115.5586","United States","US","USA","California","","112145.0","1840020630"
